App Name,Creator,Genre,Rate,Number of Reviews,Price,Additional Info,Spider Depth Level
Pool Stars - 3D Online Multiplayer Game,Giraffe Games Limited,Sports,4.0,840,Install,"October 8, 2019,90M,1,000,000+,4.53,4.1 and up,Digital Purchases,€1.29 - €144.99 per item,Google Commerce Ltd",5
Hill Climb Racing,Fingersoft,Racing,4.4,"290,481",Install,"April 9, 2021,59M,500,000,000+,1.49.2,4.4 and up,Digital Purchases,€2.50 - €106.00 per item,Google Commerce Ltd",5
Mini Car Race Legends - 3d Racing Car Games 2020,GAMEXIS,Racing,3.6,77,Install,"April 21, 2021,47M,10,000,000+,4.1,4.1 and up,Digital Purchases,€1.09 - €34.99 per item,Google Commerce Ltd",5
Archery Battle 3D,Doodle Mobile Ltd.,Sports,4.5,983,Install,"July 13, 2020,48M,5,000,000+,1.3.5,4.0 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
I Am Monster: Idle Destruction,PIKPOK,Action,3.8,726,Install,"April 12, 2021,104M,1,000,000+,1.5.8,4.4 and up,Users Interact, In-Game Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",5
Big Bad Ape,gametornado,Adventure,3.6,44,Install,"December 7, 2020,Varies with device,1,000,000+,Varies with device,2.3 and up,Google Commerce Ltd",5
2 Player games : the Challenge,JindoBlu,Arcade,4.4,"1,661",Install,"March 31, 2021,19M,10,000,000+,2.5,4.4 and up,€1.89 per item,Google Commerce Ltd",5
Final Order,37GAMES,Strategy,3.9,268,Install,"April 6, 2021,128M,1,000,000+,1.0.1,4.4 and up,Users Interact,€1.09 - €109.99 per item,Google Commerce Ltd",5
Monster evolution: hit and smash,PlayPops,Adventure,3.8,61,Install,"March 29, 2021,80M,1,000,000+,2.4.3,4.1 and up,Shares Location, Digital Purchases,€1.09 - €22.99 per item,Google Commerce Ltd",5
Godzilla Defense Force,NEXON Company,Strategy,4.3,"1,314",Install,"February 24, 2020,102M,1,000,000+,2.3.4,6.0 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Space Pinball: Classic game,CASUAL AZUR GAMES,Arcade,4.1,840,Install,"March 23, 2020,31M,1,000,000+,1.0.29,4.1 and up,In-Game Purchases,€2.89 per item,Google Commerce Ltd",5
Pinball Deluxe: Reloaded,Made Of Bits,Arcade,4.4,"4,433",Install,"April 7, 2021,Varies with device,1,000,000+,Varies with device,Varies with device,In-Game Purchases,€0.79 - €21.99 per item,Google Commerce Ltd",5
Pinball Flipper Classic 12 in 1: Arcade Breakout,Classic Arcade games,Arcade,4.4,"2,774",Install,"January 12, 2021,39M,5,000,000+,14.0,4.1 and up,€12.99 per item,Google Commerce Ltd",5
"Jigsaw Journey – relax, travle and share",RedFish Games,Puzzle,,,Install,"July 8, 2020,62M,10,000+,1.4.3978,4.4 and up,Users Interact,€1.09 - €104.99 per item,Google Commerce Ltd",4
Slash & Girl - Endless Run,RedFish Games,Arcade,4.1,656,Install,"March 31, 2021,88M,1,000,000+,1.65.5052,4.4 and up,In-Game Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",4
Puzzle Games,Sigma App Labs,Puzzle,,,Install,"February 4, 2019,17M,10,000+,2.0.9,4.1 and up,Google Commerce Ltd",4
Slingshot Shooting Game,Sigma App Labs,Arcade,,,Install,"March 30, 2021,Varies with device,50,000+,1.0.3,4.1 and up,Google Commerce Ltd",4
Racing in Car 2,Fast Free Games,Racing,3.9,"4,425",Install,"June 23, 2020,Varies with device,100,000,000+,Varies with device,Varies with device,Digital Purchases,€2.29 - €10.99 per item,Google Commerce Ltd",5
Bike Stunt Race 3d Bike Racing Games – Bike game,The Knights Pvt Ltd,Simulation,4.1,821,Install,"March 20, 2021,53M,100,000,000+,3.94,4.1 and up,In-Game Purchases,€1.09 - €84.99 per item,Google Commerce Ltd",4
Drop Stack Ball - Fall Helix Blast Crash 3D,Tazkan Games,Arcade,4.0,944,Install,"December 25, 2020,43M,50,000,000+,3.6,4.4 and up,€0.99 - €12.99 per item,Google Commerce Ltd",4
Bubble Shooter ™,Ilyon,Puzzle,4.0,"6,049",Install,"January 6, 2021,Varies with device,50,000,000+,10.0.5,4.1 and up,€0.99 - €114.99 per item,Google Commerce Ltd",4
Bottle Shooting Game 2,Sigma App Labs,Arcade,3.4,10,Install,"April 6, 2021,Varies with device,1,000,000+,1.0.5,4.1 and up,Google Commerce Ltd",4
Bubble Shooter,Bubble Shooter,Casual,4.3,"21,450",Install,"April 13, 2021,24M,100,000,000+,13.0.6,4.1 and up,Digital Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",4
Bottle Gun Shooting,Sigma App Labs,Arcade,,,Install,"October 27, 2020,Varies with device,50,000+,0.4,4.4 and up,Google Commerce Ltd",4
Cut It: Brain Puzzles,PHOENIX GLOBAL,Puzzle,3.8,"5,128",Install,"April 22, 2021,40M,10,000,000+,1.3.29,4.1 and up,€1.09 - €5.49 per item,Google Commerce Ltd",5
Shooting Archery,7788`s,Sports,4.4,"12,234",Install,"April 8, 2021,86M,50,000,000+,3.32,4.1 and up,Google Commerce Ltd",4
Hero Puzzle,PHOENIX GLOBAL,Casual,4.1,170,Install,"April 16, 2021,78M,5,000,000+,1.0.25,5.0 and up,€3.19 - €5.49 per item,Google Commerce Ltd",5
Bowling Crew — 3D bowling game,Wargaming Group,Sports,4.4,"11,908",Install,"April 6, 2021,160M,10,000,000+,1.23.1,5.1 and up,In-Game Purchases,€0.89 - €99.99 per item,Google Commerce Ltd",4
Checkers - strategy board game,Chess & Checkers Games,Board,4.3,"11,391",Install,"March 25, 2021,Varies with device,50,000,000+,Varies with device,Varies with device,€0.79 - €7.49 per item,Google Commerce Ltd",4
"8 Ball Live - Free 8 Ball Pool, Billiards Game",Special Tag,Sports,4.1,375,Install,"March 30, 2021,38M,10,000,000+,2.38.3188,4.4 and up,€0.99 - €104.99 per item,Google Commerce Ltd",4
Colors Sorting Puzzle Game,Gimzat,Puzzle,,,Install,"January 20, 2021,29M,5,000+,1.1,4.4 and up,In-Game Purchases,€2.69 per item,Google Commerce Ltd",5
Bonza Jigsaw,MiniMega,Puzzle,4.3,245,Install,"June 24, 2020,94M,100,000+,3.1.2,5.1 and up,€2.29 - €32.99 per item,Google Commerce Ltd",5
Slingshot Shooting Games: Bottle Shoot Free Games,Spartans Global INC.,Arcade,3.8,46,Install,"April 13, 2021,34M,1,000,000+,2.0.056,4.1 and up,In-Game Purchases,€0.89 - €25.99 per item,Google Commerce Ltd",5
Wipe It,Tazkan Games,Arcade,,,Install,"November 15, 2020,29M,100,000+,0.6,4.4 and up,€0.99 - €4.99 per item,Google Commerce Ltd",5
Happy Hockey! 🏒,Gismart,Casual,3.8,345,Install,"March 3, 2021,80M,1,000,000+,1.8.11,5.0 and up,Google Commerce Ltd",5
Bubble Pop - Bubble Shooter,Match 3 Fun Games,Casual,4.1,242,Install,"April 4, 2021,30M,5,000,000+,9.3.6,4.1 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Fruit Blend 3D,Tazkan Games,Simulation,,,Install,"December 10, 2020,20M,50,000+,0.2,4.4 and up,Google Commerce Ltd",5
Bubble Shooter Rainbow - Shoot & Pop Puzzle,Blackout Lab,Puzzle,4.5,"4,000",Install,"April 15, 2021,62M,10,000,000+,2.39,4.4 and up,€0.99 - €104.99 per item,Google Commerce Ltd",5
Shooting World 2 - Gun Shooter,Gunfire Game,Sports,4.6,"3,808",Install,"April 17, 2021,67M,5,000,000+,1.0.36,4.4 and up,€5.49 - €109.99 per item,Google Commerce Ltd",5
Target Shooting Legend: Gun Range Shoot Game,Frenzy Games Studio,Sports,4.9,11,Install,"February 1, 2021,Varies with device,100,000+,1.9,4.4 and up,€0.99 - €3.59 per item,Google Commerce Ltd",5
Bowling Club™  -  Free 3D Bowling Sports Game,707 INTERACTIVE: Fun Epic Casual Games,Sports,4.3,508,Install,"March 10, 2021,145M,1,000,000+,2.2.22.16,4.4 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Mountain Climb Stunt: Off Road Car Racing Games,WeeWoo Mobile,Action,3.7,66,Install,"April 20, 2021,69M,10,000,000+,1.1.12,5.0 and up,In-Game Purchases,€1.99 - €84.99 per item,Google Commerce Ltd",5
Project: Muse,Rinzz Co. Ltd.,Music,3.8,454,Install,"March 19, 2021,39M,1,000,000+,5.3.0,4.4 and up,Users Interact, Digital Purchases,€0.99 - €18.99 per item,Google Commerce Ltd",5
Checkers - Online & Offline,GamoVation,Board,4.6,145,Install,"April 19, 2021,51M,1,000,000+,1.5.5,4.4 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Shooting Elite 3D - Gun Shooter,Gunfire Game,Action,4.2,694,Install,"April 16, 2021,44M,1,000,000+,1.0.0.54,4.4 and up,In-Game Purchases,€5.49 - €21.99 per item,Google Commerce Ltd",5
Bubble Shooter,LinkDesks - Jewel Games Star,Casual,4.7,"10,316",Install,"April 10, 2021,82M,10,000,000+,3.4.1.15.8608,4.1 and up,In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",5
PBA® Bowling Challenge,"Concrete Software, Inc.",Sports,4.3,"5,734",Install,"April 2, 2021,78M,10,000,000+,3.8.30,4.4 and up,Digital Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",5
Sudoku,Chess & Checkers Games,Board,4.3,108,Install,"April 9, 2019,4.6M,500,000+,1.25.0,4.1 and up,Google Commerce Ltd",5
World of Tanks Blitz PVP MMO 3D tank game for free,Wargaming Group,Strategy,4.2,"77,121",Install,"April 21, 2021,120M,100,000,000+,7.8.0.590,4.4 and up,Users Interact, In-Game Purchases,€0.99 - €109.99 per item,Google Commerce Ltd",5
3D Bowling,Italic Games,Sports,4.4,"26,832",Install,"May 16, 2019,14M,100,000,000+,3.2,4.0 and up,Google Commerce Ltd",5
World of Warships Blitz: Gunship Action War Game,Wargaming Group,Action,4.2,"15,110",Install,"March 24, 2021,Varies with device,10,000,000+,4.1.1,5.0 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Bubble Shooter,Happy Dragon Inc.,Casual,4.4,"29,296",Install,"April 7, 2021,41M,100,000,000+,95.0,4.1 and up,Google Commerce Ltd",5
Bubble Shooter Blast,Bubble Shooter,Puzzle,4.4,51,Install,"January 20, 2021,28M,1,000,000+,2.5.3,4.1 and up,Digital Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",5
Shooting Range Sniper: Target Shooting Games 2021,SHOOTING AND FUN FPS GAME FOR ALL,Casual,4.6,"4,854",Install,"April 15, 2021,59M,10,000,000+,3.6,4.4 and up,In-Game Purchases,€0.99 - €49.99 per item,Google Commerce Ltd",5
Bubble Shooter Space,Bubble Shooter,Casual,4.2,271,Install,"December 13, 2020,31M,10,000,000+,2.8,4.1 and up,€1.19 - €114.99 per item,Google Commerce Ltd",5
Escape Bubble,Match 3 Fun Games,Adventure,4.2,213,Install,"April 20, 2021,29M,10,000,000+,3.8,4.2 and up,Digital Purchases,€1.19 - €114.99 per item,Google Commerce Ltd",5
Bubble Freedom,Bubble Shooter Artworks,Adventure,4.2,"1,766",Install,"April 8, 2021,36M,10,000,000+,6.8,4.1 and up,Digital Purchases,€1.19 - €114.99 per item,Google Commerce Ltd",5
Cubes Empire Champions,Ilyon,Arcade,4.2,934,Install,"April 12, 2021,75M,1,000,000+,7.2.5,5.0 and up,In-Game Purchases,€1.09 - €119.99 per item,Google Commerce Ltd",5
Bubbles Empire Champions,Ilyon,Puzzle,4.2,"1,961",Install,"April 20, 2021,36M,10,000,000+,9.3.16,4.1 and up,Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Bubble Shooter 2,Bubble Shooter Artworks,Arcade,4.1,"1,533",Install,"March 11, 2021,32M,50,000,000+,9.21,4.1 and up,Digital Purchases,€1.09 - €114.99 per item,Google Commerce Ltd",5
Drop Stack Shoot,Tazkan Games,Arcade,,,Install,"July 13, 2019,29M,100,000+,1.031,4.1 and up,Google Commerce Ltd",5
Street Chaser,iGold Technologies,Adventure,4.1,875,Install,"April 18, 2021,89M,50,000,000+,4.1.0,4.4 and up,In-Game Purchases,€0.99 - €69.99 per item,Google Commerce Ltd",5
Falling Floor,Tazkan Games,Simulation,,,Install,"November 25, 2020,27M,100,000+,0.3,4.4 and up,€2.09 - €9.99 per item,Google Commerce Ltd",5
Ring Pipe - Slice Shape Corn,Tazkan Games,Arcade,4.2,11,Install,"November 26, 2020,30M,500,000+,1.10,4.4 and up,Google Commerce Ltd",5
Subway Princess Runner,Ivy,Arcade,4.1,"2,725",Install,"March 26, 2021,67M,100,000,000+,5.2.2,4.1 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Bike Stunt 2 Bike Racing Game - Offline Games 2021,The Knights Pvt Ltd,Racing,3.6,94,Install,"April 22, 2021,51M,10,000,000+,1.34,4.1 and up,€1.09 - €19.99 per item,Google Commerce Ltd",5
Color Hole 3D,Good Job Games,Arcade,4.0,"5,671",Install,"November 26, 2020,Varies with device,50,000,000+,4.0.10,5.0 and up,€2.89 per item,Google Commerce Ltd",5
Sand Balls - Puzzle Game,SayGames,Puzzle,3.7,"30,146",Install,"April 14, 2021,125M,100,000,000+,2.2.5,4.4 and up,€0.99 - €104.99 per item,Google Commerce Ltd",5
Stack Ball - Blast through platforms,CASUAL AZUR GAMES,Arcade,3.9,"8,339",Install,"April 2, 2021,40M,100,000,000+,1.0.92,5.0 and up,€1.49 - €3.99 per item,Google Commerce Ltd",5
Real Bike Racing,Italic Games,Racing,3.8,"2,569",Install,"May 30, 2019,21M,100,000,000+,1.0.9,4.0 and up,Digital Purchases,€1.99 - €99.99 per item,Google Commerce Ltd",5
City Flight Airplane Pilot New Game - Plane Games,The Knights Pvt Ltd,Simulation,4.0,501,Install,"April 19, 2021,46M,50,000,000+,2.54,4.4 and up,In-Game Purchases,€0.99 - €8.49 per item,Google Commerce Ltd",5
Catapult Quest,mobirix,Arcade,4.1,"1,888",Install,"April 15, 2021,41M,10,000,000+,1.1.9,4.4 and up,Users Interact, In-Game Purchases,€2.99 - €99.99 per item,Google Commerce Ltd",5
Brick Puzzle - Classic Block Puzzle - Brickzzle,Giovdain,Puzzle,,,Install,"April 13, 2021,34M,5,000+,1.49,5.0 and up,Google Commerce Ltd",5
Modern Car Parking 3D & Driving Games - Car Games,The Knights Pvt Ltd,Simulation,3.8,788,Install,"April 8, 2021,50M,50,000,000+,3.91,4.4 and up,Digital Purchases,€1.19 - €39.99 per item,Google Commerce Ltd",5
Shoot Rings - Merge Puzzle,Spearmint Games,Arcade,5.0,5,Install,"July 10, 2020,12M,10,000+,1.0.5,4.2 and up,In-Game Purchases,€1.99 - €4.99 per item,Google Commerce Ltd",5
Wood Bricks Breaker,Spearmint Games,Puzzle,,,Install,"November 8, 2019,37M,10,000+,0.0.3,4.2 and up,In-Game Purchases,€1.99 - €9.99 per item,Google Commerce Ltd",5
Hexa Jigsaw Challenge,Boombox Games LTD,Board,4.2,51,Install,"January 31, 2021,Varies with device,500,000+,52.01,4.4 and up,In-Game Purchases,€1.99 - €9.99 per item,Google Commerce Ltd",5
Beat Sword - Rhythm Game,Tap Lab,Music,3.8,860,Install,"October 24, 2020,84M,1,000,000+,1.0.3,4.2 and up,€3.09 - €29.99 per item,Google Commerce Ltd",5
Lost in Harmony,Digixart Entertainment,Music,4.5,"1,182",Install,"January 11, 2021,37M,1,000,000+,2.3.0,4.2 and up,Users Interact, In-Game Purchases,€0.99 - €29.99 per item,Google Commerce Ltd",5
Magic Twist: Twister Music Ball Game,AMANOTES PTE LTD,Music,4.0,"1,921",Install,"September 15, 2020,Varies with device,10,000,000+,2.9.18,4.1 and up,€0.79 - €3.99 per item,Google Commerce Ltd",5
Sweet Sins Superstars,Platonic Games,Music,4.5,237,Install,"March 31, 2021,105M,500,000+,1.0.12,5.0 and up,In-Game Purchases,€2.99 - €49.99 per item,Google Commerce Ltd",5
Unpuzzle,just some games,Puzzle,4.7,"1,326",Install,"November 23, 2020,8.6M,100,000+,1.2.3,5.1 and up,In-Game Purchases,€1.99 - €2.99 per item,Google Commerce Ltd",5
Jigsaw Puzzle ArtTown,Cross Field Inc.,Puzzle,3.3,7,Install,"October 23, 2020,76M,10,000+,1.0.5,4.1 and up,In-Game Purchases,€0.99 - €41.99 per item,Google Commerce Ltd",5
Untangle,CLNTgames,Puzzle,4.3,108,Install,"April 26, 2017,5.8M,100,000+,2.1.1,3.0 and up,Google Commerce Ltd",5
AuroraBound - Pattern Puzzles,Final Game Studio,Puzzle,4.1,212,Install,"April 2, 2020,23M,100,000+,2.5,4.1 and up,In-Game Purchases,€0.99 - €29.99 per item,Google Commerce Ltd",5
MARVEL Future Fight,Netmarble,Role Playing,4.0,"32,385",Install,"April 19, 2021,83M,50,000,000+,7.0.0,4.1 and up,Users Interact, In-Game Purchases,€0.89 - €109.99 per item,Google Commerce Ltd",5
Sword Art Online Alicization Rising Steel,BANDAI NAMCO Entertainment Inc.,Role Playing,4.5,"4,500",Install,"March 25, 2021,765M,1,000,000+,2.5.0,4.4 and up,Users Interact, In-Game Purchases,€1.09 - €89.99 per item,Google Commerce Ltd",4
Island War,Fastone Games HK,Strategy,3.6,"1,237",Install,"April 22, 2021,131M,1,000,000+,2.1.6,5.0 and up,In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",3
Tower Clash,Fastone Games HK,Strategy,4.1,64,Install,"April 21, 2021,99M,100,000+,1.3.9,4.1 and up,€0.99 - €104.99 per item,Google Commerce Ltd",3
Find The Differences - The Detective,Fastone Games HK,Puzzle,3.2,"5,264",Install,"April 21, 2020,98M,50,000,000+,1.4.8,4.1 and up,Digital Purchases,€1.09 - €21.99 per item,Google Commerce Ltd",3
Epic Battle Simulator 2,Rappid Studios,Simulation,4.1,"5,116",Install,"April 11, 2021,Varies with device,10,000,000+,1.5.10,4.4 and up,Digital Purchases,€0.99 - €29.99 per item,Google Commerce Ltd",3
Top War: Battle Game,Topwar Studio,Strategy,3.8,"14,566",Install,"April 20, 2021,151M,10,000,000+,1.174.0,4.2 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",3
Flight Pilot Simulator 3D Free,Fun Games For Free,Role Playing,4.1,"92,473",Install,"March 29, 2021,82M,100,000,000+,2.4.3,4.4 and up,Digital Purchases,€2.11 - €74.99 per item,Google Commerce Ltd",3
Color by Number: Free Coloring Games - Paint Book,Fun Games For Free,Board,4.0,"1,695",Install,"March 30, 2021,36M,10,000,000+,2.14.3,4.4 and up,Digital Purchases,€7.99 - €99.99 per item,Google Commerce Ltd",3
Grow Empire: Rome,Games Station Studio,Strategy,4.4,"197,022",Install,"April 8, 2021,76M,10,000,000+,1.4.71,4.4 and up,In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",3
Sniper 3D: Fun Free Online FPS Shooting Game,Fun Games For Free,Action,4.2,"246,276",Install,"April 20, 2021,135M,500,000,000+,3.30.7,4.4 and up,Digital Purchases,€1.09 - €119.99 per item,Google Commerce Ltd",3
War Machines: Best Free Online War & Military Game,Fun Games For Free,Action,3.9,"23,717",Install,"April 16, 2021,101M,100,000,000+,5.18.1,4.4 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",3
Tennis Clash: 1v1 Free Online Sports Game,Wildlife Studios,Sports,4.0,"18,153",Install,"April 13, 2021,145M,10,000,000+,2.15.2,4.4 and up,In-Game Purchases,€1.09 - €164.99 per item,Google Commerce Ltd",3
Block Craft 3D: Building Simulator Games For Free,Fun Games For Free,Arcade,4.1,"40,866",Install,"April 22, 2021,67M,100,000,000+,2.13.7,4.4 and up,Users Interact, Shares Location, Digital Purchases,€1.29 - €109.99 per item,Google Commerce Ltd",3
Lords Mobile: Kingdom Wars,IGG.COM,Strategy,4.3,"99,313",Install,"April 8, 2021,80M,100,000,000+,2.43,4.0.3 and up,Users Interact, In-Game Purchases,€0.50 - €284.99 per item,Google Commerce Ltd",3
Grow Castle - Tower Defense,RAON GAMES,Arcade,4.2,"9,852",Install,"March 10, 2021,40M,10,000,000+,1.33.3,4.4 and up,In-Game Purchases,€0.99 - €94.99 per item,Google Commerce Ltd",3
Suspects: Mystery Mansion,Wildlife Studios,Action,4.1,258,Install,"April 21, 2021,141M,5,000,000+,1.0.2,4.4 and up,Users Interact, In-Game Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",3
Farm Day Village Farming: Offline Games,Big Alpha Games,Adventure,3.7,500,Install,"April 1, 2021,88M,10,000,000+,1.2.44,5.0 and up,In-Game Purchases,€1.19 - €89.99 per item,Google Commerce Ltd",3
Spider Stickman Fighting - Supreme Warriors,Zego Studio,Casual,4.1,207,Install,"February 20, 2021,33M,10,000,000+,1.3.4,4.1 and up,€0.89 - €9.99 per item,Google Commerce Ltd",3
Farm Town: Happy farming Day & food farm game City,foranj - farm day games & paradise township hotels,Casual,4.3,"8,364",Install,"April 17, 2021,Varies with device,10,000,000+,3.41,Varies with device,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",3
Draw Puzzle - Draw one part,Zego Studio,Puzzle,3.9,465,Install,"April 19, 2021,70M,10,000,000+,1.0.44,5.0 and up,€0.99 per item,Google Commerce Ltd",3
Mr Detective 2: Detective Games and Criminal Cases,MindYourLogic,Puzzle,,,Install,"March 29, 2021,82M,100,000+,0.3,5.0 and up,In-Game Purchases,€1.09 - €6.49 per item,Google Commerce Ltd",4
Tiny Battle,IEC Games Australia,Casual,3.8,396,Install,"January 18, 2021,89M,1,000,000+,1.25,5.0 and up,€1.09 - €48.99 per item,Google Commerce Ltd",4
Battle Legion - Mass Battler,Traplight Ltd.,Simulation,4.2,"2,001",Install,"April 16, 2021,81M,1,000,000+,1.9.4,4.4 and up,Users Interact, Digital Purchases,€0.89 - €104.99 per item,Google Commerce Ltd",4
