App Name,Creator,Genre,Rate,Number of Reviews,Price,Additional Info,Spider Depth Level
Earn to Die 2,Not Doppler,Racing,4.2,"35,468",Install,"January 11, 2021,75M,100,000,000+,1.4.26,4.1 and up,In-Game Purchases,€0.99 - €6.99 per item,Google Commerce Ltd",5
Miniforce World,Anipen Inc.,Arcade,3.4,5,Install,"April 21, 2021,90M,1,000,000+,0.0.417,5.0 and up,In-Game Purchases,€0.89 - €42.99 per item,Google Commerce Ltd",5
Cursed Treasure - Level Pack,IriySoft,Strategy,4.2,9,Install,"March 5, 2021,56M,10,000+,0.5.6,4.4 and up,In-Game Purchases,€3.39 per item,Google Commerce Ltd",5
Car Industry Tycoon - Idle Car Factory Simulator,Adrian Zarzycki,Strategy,4.2,"1,330",Install,"March 24, 2021,52M,1,000,000+,1.6.5,6.0 and up,In-Game Purchases,€2.59 - €119.99 per item,Google Commerce Ltd",5
Castle Creeps TD - Epic tower defense,Outplay Entertainment Ltd,Strategy,4.3,"4,127",Install,"August 5, 2020,97M,1,000,000+,1.50.1,4.1 and up,Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Idle Motorcycle Factory,LudosLabs: Idle Factory Game Sweet Car Tycoon,Simulation,4.2,41,Install,"April 3, 2020,35M,10,000+,12.8,5.0 and up,In-Game Purchases,€0.99 - €38.99 per item,Google Commerce Ltd",5
"Idle Car Factory: Car Builder, Tycoon Games 2021🚓",LudosLabs: Idle Factory Game Sweet Car Tycoon,Simulation,4.2,736,Install,"April 6, 2021,83M,1,000,000+,12.10.1,5.0 and up,Users Interact, Digital Purchases,€0.59 - €41.99 per item,Google Commerce Ltd",5
Low Poly Medieval Kingdom,LudosLabs: Idle Factory Game Sweet Car Tycoon,Strategy,,,Install,"April 7, 2021,88M,1,000+,2.0.1,4.4 and up,In-Game Purchases,Google Commerce Ltd",5
Car Fix Tycoon,Weplay Studio,Casual,4.1,"1,775",Install,"April 19, 2021,100M,1,000,000+,1.6.2,4.4 and up,€2.89 - €9.99 per item,Google Commerce Ltd",5
Idle Inventor - Factory Tycoon,BoomBit Games,Simulation,,,Install,"April 13, 2021,93M,100,000+,0.6.1,5.0 and up,In-Game Purchases,€1.49 - €57.49 per item,Google Commerce Ltd",5
Galaxy Defense,DH Games,Strategy,3.6,"1,617",Install,"August 22, 2015,17M,5,000,000+,1.2.3,3.0 and up,Digital Purchases,€0.76 - €7.59 per item,Google Commerce Ltd",5
Adventurers War,DH Games,Role Playing,3.3,"1,960",Install,"December 23, 2016,81M,1,000,000+,1.14.0,2.3 and up,Digital Purchases,€5.15 - €139.81 per item,Google Commerce Ltd",5
Toys Defense: Horror Land,DH Games,Strategy,2.0,6,Install,"March 1, 2017,24M,10,000+,1.2.2,4.0.3 and up,Digital Purchases,€1.09 - €54.99 per item,Google Commerce Ltd",5
Kingdom Defense 2: Empire Warriors - Tower Defense,Bravestars Games,Strategy,4.2,216,Install,"September 3, 2019,86M,500,000+,1.4.1,4.1 and up,€0.89 - €43.99 per item,Google Commerce Ltd",5
Treasure Defense,DH Games,Strategy,3.6,259,Install,"September 8, 2015,35M,100,000+,2.2.0.23,3.0 and up,Digital Purchases,€1.08 - €32.52 per item,Google Commerce Ltd",5
Hero Defense King : TD,mobirix,Strategy,4.2,321,Install,"December 22, 2020,91M,1,000,000+,1.0.36,4.1 and up,Users Interact, In-Game Purchases,€1.99 - €99.99 per item,Google Commerce Ltd",5
Jail Break : Cops Vs Robbers,Blockman GO Studio,Role Playing,3.5,943,Install,"March 22, 2021,64M,10,000,000+,2.3.0,4.1 and up,Users Interact, Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Auto Dealership Tycoon,Diggidy.net,Simulation,2.4,7,€1.99 Buy,"Eligible if bought after 7/2/2016.
,November 18, 2016,76M,1,000+,2.0.4,2.3 and up,€1.09 - €15.99 per item,Google Commerce Ltd",5
Formula Clicker - Idle Racing Manager & Tycoon,GGDS - Idle Games Business Tycoon,Strategy,4.2,"2,049",Install,"February 10, 2020,Varies with device,500,000+,2.5.2,5.0 and up,Digital Purchases,€1.09 - €32.99 per item,Google Commerce Ltd",5
Pixel Grand Battle 3D,Super Games Studio,Action,4.2,"1,343",Install,"February 20, 2021,106M,5,000,000+,1.8.1,5.0 and up,Users Interact, In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Cops N Robbers: 3D Pixel Prison Games 2,Riovox,Adventure,3.7,"2,181",Install,"February 23, 2021,51M,5,000,000+,2.2.6,4.4 and up,Users Interact, In-Game Purchases,€1.09 - €20.99 per item,Google Commerce Ltd",5
Cops N Robbers - 3D Pixel Craft Gun Shooting Games,Riovox,Action,4.0,"6,817",Install,"March 25, 2021,75M,10,000,000+,10.3.1,4.4 and up,Users Interact, In-Game Purchases,€1.09 - €114.99 per item,Google Commerce Ltd",5
Block Gun: FPS PvP War - Online Gun Shooting Games,Haz LTD,Action,4.0,682,Install,"March 8, 2021,74M,10,000,000+,6.7,4.4 and up,Users Interact, Digital Purchases,€1.69 - €41.99 per item,Google Commerce Ltd",5
"Fury Wars - online shooting game, third person.",Full HP: Best Shooters & Action Games,Action,3.9,118,Install,"April 16, 2021,Varies with device,500,000+,3.1.4,4.4 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
"Blocky Cars - pixel shooter, tank wars",Full HP: Best Shooters & Action Games,Action,4.3,"11,916",Install,"April 22, 2021,Varies with device,10,000,000+,7.6.12,4.4 and up,Users Interact, Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Epic Knights: Legend Guardians - Heroes Action RPG,Unimob,Action,4.0,40,Install,"December 21, 2020,84M,500,000+,1.1.1,4.4 and up,In-Game Purchases,€0.89 - €94.99 per item,Google Commerce Ltd",3
Motor World: Bike Factory,Oh BiBi,Racing,4.3,"1,153",Install,"August 19, 2020,Varies with device,1,000,000+,Varies with device,Varies with device,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",4
Rocket Car Ball,Words Mobile,Sports,3.8,987,Install,"November 14, 2019,20M,10,000,000+,1.9,4.0 and up,In-Game Purchases,€1.99 - €99.99 per item,Google Commerce Ltd",4
The Survival Hunter Games 2,Aeria Canada,Action,3.8,"6,179",Install,"April 6, 2021,110M,10,000,000+,1.140,4.4 and up,In-Game Purchases,€0.99 - €3.19 per item,Google Commerce Ltd",4
League of Stickman 2-Online Fighting RPG,DreamSky,Action,3.6,56,Install,"September 22, 2020,49M,1,000,000+,1.2.7,4.0.3 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",3
Race.io,Vive,Racing,3.9,"5,158",Install,"March 8, 2021,59M,10,000,000+,480,4.4 and up,In-Game Purchases,€0.69 - €84.99 per item,Google Commerce Ltd",4
Beach Buggy Racing 2,Vector Unit,Racing,4.1,"2,320",Install,"March 9, 2021,95M,10,000,000+,2021.03.05,4.4 and up,Digital Purchases,€0.89 - €89.99 per item,Google Commerce Ltd",4
"Lophis Roguelike-Card RPG game,Darkest Dungeon",DreamSky,Card,4.0,88,Install,"July 21, 2020,83M,500,000+,1.4.0,4.1 and up,Digital Purchases,€1.09 - €15.99 per item,Google Commerce Ltd",3
Modern Ops - Online FPS (Gun Games Shooter),Edkon Games GmbH,Action,4.3,"13,233",Install,"March 4, 2021,55M,10,000,000+,5.88,4.4 and up,Users Interact, In-Game Purchases,€0.99 - €119.99 per item,Google Commerce Ltd",4
Summoners Era - Arena of Heroes,Fansipan Limited,Role Playing,4.5,"1,044",Install,"March 5, 2021,112M,500,000+,2.1.3,5.0 and up,In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",2
Pixel Gun 3D: FPS Shooter & Battle Royale,Pixel Gun 3D,Action,4.1,"196,978",Install,"April 14, 2021,Varies with device,100,000,000+,21.2.4,4.1 and up,Users Interact, Shares Info, Digital Purchases,€1.09 - €129.99 per item,Google Commerce Ltd",4
JustFall.LOL - Multiplayer Online Game of Penguins,JustPlay.LOL,Action,,,Install,"April 20, 2021,37M,5,000+,1.12,4.4 and up,In-Game Purchases,Google Commerce Ltd",4
Football Strike - Multiplayer Soccer,Miniclip.com,Sports,4.4,"42,993",Install,"April 13, 2021,68M,100,000,000+,1.29.0,4.4 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",2
Among Us,Innersloth LLC,Action,3.3,"122,772",Install,"April 12, 2021,155M,100,000,000+,2021.4.2,6.0 and up,Digital Purchases,€1.09 - €3.19 per item,Google Commerce Ltd",2
Golf Battle,Miniclip.com,Sports,3.9,"11,714",Install,"April 6, 2021,67M,50,000,000+,1.20.0,4.4 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",2
Coloring for Brawl Stars,ITresident,Casual,4.3,"1,012",Install,"April 15, 2021,60M,5,000,000+,1.0,4.4 and up,Google Commerce Ltd",2
Roblox,Roblox Corporation,Adventure,4.4,"293,757",Install,"April 16, 2021,97M,100,000,000+,2.474.420873,4.4 and up,Users Interact, In-Game Purchases,€0.59 - €209.99 per item,Google Commerce Ltd",2
Aurum Blade EX,Oddy Arts,Role Playing,4.2,533,Install,"June 4, 2015,17M,1,000,000+,1.0.2,2.2 and up,Digital Purchases,€0.99 - €18.99 per item,Google Commerce Ltd",4
Moto Delight - Trial X3M Bike Race Game,MadPuffers - free bike race and sport games,Racing,3.7,64,Install,"August 31, 2018,33M,500,000+,1.2.4,4.1 and up,Users Interact, Digital Purchases,€0.99 - €1.99 per item,Google Commerce Ltd",5
Mini Motor Racing,The Binary Mill,Racing,4.2,"1,775",€3.59 Buy,"July 14, 2017,30M,100,000+,2.0.2,4.1 and up,Digital Purchases,€0.77 - €15.99 per item,Google Commerce Ltd",5
Flippy Bikes 3D,Vive,Racing,,,Install,"November 27, 2020,55M,10,000+,60,4.1 and up,Google Commerce Ltd",5
Infinity Ops: Online FPS Cyberpunk Shooter,Azur Interactive Games Limited,Action,4.4,"8,142",Install,"December 8, 2020,Varies with device,10,000,000+,1.12.1,4.4 and up,Users Interact, In-Game Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",5
Race 3D,Vive,Racing,,,Install,"June 2, 2020,57M,50,000+,30,4.1 and up,€0.69 - €84.99 per item,Google Commerce Ltd",5
Summoner Heroes,SEA Game Studio,Role Playing,4.1,30,Install,"March 24, 2021,28M,50,000+,1.0.20,7.0 and up,€2.89 - €19.99 per item,Google Commerce Ltd",3
Street Racing 3D,Ivy,Racing,4.1,"10,045",Install,"March 12, 2021,80M,100,000,000+,7.0.9,4.4 and up,Digital Purchases,€0.50 - €99.99 per item,Google Commerce Ltd",5
Destiny Summoner,DH-Games,Role Playing,4.5,"3,795",Install,"November 10, 2020,96M,1,000,000+,0.6.1,4.1 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",3
Furry Amino en Español,Amino Apps,Social,,,Install,"December 14, 2020,96M,10,000+,3.4.33514,4.4 and up,Users Interact, Shares Location,Google Commerce Ltd",5
MCPE Backup PRO,Alexander Krišš,Tools,,,€1.99 Buy,"April 12, 2021,5.2M,1,000+,1.9.20,5.0 and up,Digital Purchases,Google Commerce Ltd",5
GX Racing,FunGenerationLab,Racing,4.6,"1,884",Install,"October 9, 2018,87M,1,000,000+,1.0.101,5.0 and up,Digital Purchases,€1.09 - €31.99 per item,Google Commerce Ltd",5
Arena: Galaxy Control online PvP battles,FXGames Media,Strategy,4.1,78,Install,"February 18, 2021,90M,100,000+,5.35.10,4.1 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Dig2China Free,Innersloth LLC,Action,3.7,47,Install,"January 29, 2015,13M,100,000+,1.0,2.3 and up,Google Commerce Ltd",3
Brave Fighter：Demon Revenge,JOYNOWSTUDIO,Role Playing,4.4,827,Install,"July 23, 2018,26M,1,000,000+,2.3.4,4.1 and up,Shares Info,€1.60 - €199.00 per item,Google Commerce Ltd",5
Brawl Memory,ITresident,Casual,,,Install,"March 19, 2021,18M,10,000+,1.2.1,4.4 and up,Google Commerce Ltd",3
Bouncemasters,Playgendary Limited,Arcade,4.1,"10,512",Install,"March 9, 2021,94M,50,000,000+,1.4.0,5.0 and up,€1.09 - €94.99 per item,Google Commerce Ltd",3
Dig2China,Innersloth LLC,Action,,,€1.09 Buy,"Eligible if bought after 7/2/2016.
,January 29, 2015,11M,1,000+,1.0,2.2 and up,Google Commerce Ltd",3
Brave Knight: Dragon Battle,JOYNOWSTUDIO,Role Playing,4.4,274,Install,"September 29, 2018,86M,1,000,000+,1.4.3,4.1 and up,€1.89 - €54.99 per item,Google Commerce Ltd",5
Red Ball 4,FDG Entertainment GmbH & Co.KG,Arcade,4.3,"41,159",Install,"July 10, 2020,53M,100,000,000+,1.4.21,4.4 and up,€1.99 per item,Google Commerce Ltd",3
Super Cats,Happy Universe Studios,Action,3.3,"1,412",Install,"April 13, 2021,180M,5,000,000+,1.0.81,5.0 and up,In-Game Purchases,€1.99 - €99.99 per item,Google Commerce Ltd",3
Dungeon Quest,"Shiny Box, LLC",Role Playing,4.0,"5,712",Install,"June 3, 2020,48M,10,000,000+,3.1.2.1,4.0 and up,Digital Purchases,€1.09 - €21.99 per item,Google Commerce Ltd",5
S.O.L : Stone of Life EX,Oddy Arts,Role Playing,4.2,"2,591",Install,"July 28, 2015,42M,5,000,000+,1.2.6,2.3.3 and up,Digital Purchases,€0.99 - €94.99 per item,Google Commerce Ltd",5
Medal Heroes : Return of the Summoners,Enfeel Inc,Role Playing,4.4,374,Install,"July 15, 2020,102M,1,000,000+,3.2.3,4.1 and up,€1.09 - €109.99 per item,Google Commerce Ltd",4
Soccer Stars,Miniclip.com,Sports,4.0,"75,781",Install,"March 31, 2021,61M,50,000,000+,30.0.2,4.4 and up,Digital Purchases,€0.49 - €349.99 per item,Google Commerce Ltd",3
Forged Fantasy,Hothead Games,Role Playing,3.9,338,Install,"April 19, 2021,108M,500,000+,1.7.6,4.4 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",4
Ode To Heroes,DH-Games,Role Playing,4.4,"2,086",Install,"April 6, 2021,182M,1,000,000+,1.14.0,5.0 and up,Users Interact, In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",4
"Summon Age: Heroes Idle RPG (5v5 Arena, AFK Game)",Gearage,Role Playing,4.4,52,Install,"March 12, 2021,273M,50,000+,0.32.2,5.0 and up,Users Interact, In-Game Purchases,€0.99 - €104.99 per item,Google Commerce Ltd",4
"Heroes of Destiny: Fantasy RPG, raids every week",My.com B.V.,Action,4.0,"5,490",Install,"February 17, 2020,55M,1,000,000+,2.3.7,5.0 and up,In-Game Purchases,€1.19 - €109.99 per item,Google Commerce Ltd",4
Guardians of The Throne,ELIGHT GAME,Role Playing,4.1,200,Install,"August 21, 2020,65M,100,000+,1.4,6.0 and up,Users Interact,€2.69 - €104.99 per item,Google Commerce Ltd",4
Green the Planet,"Kikaku Damashii, Inc.",Strategy,3.9,"2,144",Install,"April 5, 2021,15M,1,000,000+,2.1.1,4.4 and up,€2.19 - €3.29 per item,Google Commerce Ltd",4
Planet Bomber!,VOODOO,Arcade,2.6,"3,140",Install,"April 9, 2021,53M,10,000,000+,6.0.0,4.4 and up,Digital Purchases,€3.59 - €129.99 per item,Google Commerce Ltd",4
Geometry Dash Lite,RobTop Games,Arcade,4.3,"253,333",Install,"December 11, 2019,58M,100,000,000+,2.2,4.0 and up,Google Commerce Ltd",4
Sproggiwood,"Freehold Games, LLC",Role Playing,4.2,25,€5.49 Buy,"May 13, 2020,Varies with device,10,000+,Varies with device,Varies with device,Google Commerce Ltd",4
Causality,Loju,Puzzle,4.3,43,€2.29 Buy,"Eligible if bought after 7/2/2016.
,September 19, 2020,Varies with device,50,000+,1.4.6,4.4 and up,Google Commerce Ltd",4
Impostor Academy - Match & Merge,CASUAL AZUR GAMES,Puzzle,4.7,"1,156",Install,"April 19, 2021,63M,5,000,000+,1.23,5.0 and up,€6.99 per item,Google Commerce Ltd",4
Heroes Strike - Modern Moba & Battle Royale,WolfFun,Action,4.2,"1,700",Install,"April 2, 2021,149M,1,000,000+,474,4.4 and up,Users Interact, In-Game Purchases,€0.59 - €139.99 per item,Google Commerce Ltd",4
Oceanhorn ™,FDG Entertainment GmbH & Co.KG,Role Playing,3.6,"2,591",Install,"September 23, 2019,8.3M,5,000,000+,1.1.4,4.1 and up,Digital Purchases,€5.99 per item,Google Commerce Ltd",4
Roller Ball Adventure: Bounce Ball Hero,Great Arcade Games,Arcade,4.3,403,Install,"April 7, 2021,82M,5,000,000+,5.6,5.0 and up,€1.09 - €1.89 per item,Google Commerce Ltd",4
RPGolf,Chorus Worldwide Games Limited,Role Playing,,,€3.29 Buy,"Eligible if bought after 7/2/2016.
,February 28, 2018,71M,1,000+,1.2.2,4.0.3 and up,Google Commerce Ltd",4
Chain Strike™,Com2uS,Role Playing,3.7,724,Install,"January 6, 2021,68M,1,000,000+,2.0.4,4.2 and up,Users Interact, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Dungeon Breaker Heroes,LinkTown.co,Role Playing,3.8,100,Install,"April 2, 2021,83M,500,000+,1.19.6,4.4 and up,Digital Purchases,€0.89 - €134.99 per item,Google Commerce Ltd",5
Birzzle Classic,Enfeel Inc,Puzzle,,,€3.49 Buy,"Eligible if bought after 7/2/2016.
,February 1, 2021,84M,50+,1.0,8.0 and up,Google Commerce Ltd",5
Ink Shooters,Enfeel Inc,Puzzle,,,Install,"August 31, 2020,69M,5,000+,1.48,5.0 and up,In-Game Purchases,€3.49 per item,Google Commerce Ltd",5
Soccer Battle - 3v3 PvP,DoubleTap Software,Sports,4.1,"1,156",Install,"April 16, 2021,73M,5,000,000+,1.17.0,4.4 and up,Users Interact, In-Game Purchases,€1.99 - €84.99 per item,Google Commerce Ltd",4
Fat Pusher,VOODOO,Arcade,3.1,"1,046",Install,"March 29, 2021,54M,10,000,000+,1.22,4.4 and up,In-Game Purchases,€3.59 per item,Google Commerce Ltd",5
Head Ball 2,Masomo Gaming,Sports,3.8,"59,338",Install,"April 21, 2021,104M,50,000,000+,1.166,4.4 and up,Digital Purchases,€0.50 - €114.99 per item,Google Commerce Ltd",4
Dragon Heroes Tactics,"Perplelab, Inc.",Role Playing,4.3,60,Install,"June 25, 2020,83M,100,000+,1.0.7,4.2 and up,Users Interact, In-Game Purchases,€0.89 - €74.99 per item,Google Commerce Ltd",5
Wonder Tactics,Com2uS,Role Playing,4.3,"2,006",Install,"February 15, 2021,89M,1,000,000+,1.8.0,4.1 and up,Users Interact, Shares Location, Digital Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Geometry Dash,RobTop Games,Arcade,4.6,"65,619",€1.99 Buy,"November 15, 2017,85M,1,000,000+,2.111,4.0 and up,Users Interact,Google Commerce Ltd",5
Imposter Hunt: City on Fire,CASUAL AZUR GAMES,Arcade,3.3,48,Install,"April 14, 2021,45M,1,000,000+,1.0.11.2,5.0 and up,Google Commerce Ltd",5
Magic Tiles 3,AMANOTES PTE LTD,Music,3.7,"32,996",Install,"April 18, 2021,Varies with device,100,000,000+,8.044.007,4.4 and up,Digital Purchases,€0.69 - €19.99 per item,Google Commerce Ltd",5
Murder us,Cheshirexx,Action,4.0,"2,795",Install,"April 15, 2021,46M,10,000,000+,1.0.42,4.1 and up,Users Interact,€0.99 - €4.79 per item,Google Commerce Ltd",5
ALTER: Between Two Worlds,Crescent Moon Games,Puzzle,3.7,14,Install,"July 24, 2020,151M,10,000+,1.01.6,6.0 and up,In-Game Purchases,€2.19 - €5.49 per item,Google Commerce Ltd",5
Red Imposter: Nightmare Christmas,OneSoft Global PTE. LTD.,Action,4.0,"1,300",Install,"April 2, 2021,75M,10,000,000+,1.0.8,5.0 and up,Google Commerce Ltd",5
Glow Monsters - Maze survival,Crescent Moon Games,Puzzle,3.5,6,Install,"August 28, 2015,26M,10,000+,1.32,2.3.3 and up,Digital Purchases,€2.15 per item,Google Commerce Ltd",5
Liber Vember,Lard Games,Casual,3.0,7,Install,"August 30, 2020,48M,100,000+,2.0.0,4.1 and up,Google Commerce Ltd",5
Golf Club: Wasteland,Demagog Studio,Adventure,4.4,10,€3.09 Buy,"Eligible if bought after 7/2/2016.
,July 31, 2019,44M,1,000+,1.0.3,5.0 and up,Google Commerce Ltd",5
OVERDOX,"Haegin Co., Ltd.",Action,4.3,715,Install,"April 1, 2021,67M,1,000,000+,2.0.4,6.0 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Bertram Fiddle: Episode 1,Chorus Worldwide Games Limited,Adventure,4.5,91,€0.99 Buy,"Eligible if bought after 7/2/2016.
,December 14, 2015,15M,50,000+,1.3,2.3 and up,Google Commerce Ltd",5
Fruit & Ice Cream - Ice cream war Maze Game,Great Arcade Games,Arcade,4.1,45,Install,"October 22, 2020,65M,1,000,000+,6.3,5.0 and up,€1.09 - €4.99 per item,Google Commerce Ltd",5
Bounce Ball 5 - Jump Ball Hero Adventure,DBall,Adventure,4.5,166,Install,"January 21, 2021,67M,5,000,000+,4.0,5.0 and up,€1.09 - €3.19 per item,Google Commerce Ltd",5
World Soccer Champs,Monkey I-Brow Studios,Sports,4.4,"4,782",Install,"April 5, 2021,49M,1,000,000+,3.5,5.1 and up,€0.99 - €54.99 per item,Google Commerce Ltd",5
Basketball Arena,Masomo Gaming,Sports,4.4,"3,422",Install,"April 5, 2021,163M,5,000,000+,1.40.14,5.1 and up,€0.50 - €109.99 per item,Google Commerce Ltd",5
Super Soccer 3V3,LimonGames,Sports,3.9,144,Install,"November 20, 2020,49M,1,000,000+,1.67,4.4 and up,In-Game Purchases,€0.89 - €43.99 per item,Google Commerce Ltd",5
Perfect Kick 2 - Online SOCCER game,Gamegou Limited,Sports,4.0,"2,687",Install,"April 16, 2021,115M,5,000,000+,2.0.7,5.0 and up,Users Interact, In-Game Purchases,€0.89 - €104.99 per item,Google Commerce Ltd",5
Basketball Battle,DoubleTap Software,Sports,4.2,"4,881",Install,"March 4, 2021,49M,10,000,000+,2.2.12,4.4 and up,Digital Purchases,€0.99 - €84.99 per item,Google Commerce Ltd",5
Roller Ball Adventure 2 : Bounce Ball Adventure,Great Arcade Games,Adventure,3.8,21,Install,"April 7, 2021,66M,500,000+,1.9,5.0 and up,€1.09 - €3.19 per item,Google Commerce Ltd",5
Legend of the Skyfish,Crescent Moon Games,Adventure,3.7,55,€3.99 Buy,"July 8, 2020,43M,100,000+,1.5.8,4.4 and up,Google Commerce Ltd",5
Kung Fu Z,Tiny Titan Studios,Arcade,4.1,455,Install,"April 8, 2021,Varies with device,1,000,000+,1.9.23,4.4 and up,In-Game Purchases,€1.09 - €99.99 per item,Google Commerce Ltd",5
Basketball PVP,DoubleTap Software,Sports,4.4,206,Install,"September 29, 2017,40M,1,000,000+,1.2.10,4.1 and up,Digital Purchases,€1.99 - €8.99 per item,Google Commerce Ltd",5
King Tongue,ANKAMA GAMES,Arcade,4.3,599,Install,"August 29, 2018,74M,5,000,000+,1.2.0,4.1 and up,€2.39 per item,Google Commerce Ltd",5
Shadowgun War Games - Online PvP FPS,MADFINGER Games,Action,4.1,"1,688",Install,"April 1, 2021,83M,5,000,000+,0.5.2,6.0 and up,In-Game Purchases,€3.49 - €109.99 per item,Google Commerce Ltd",5
Dash Quest,Tiny Titan Studios,Adventure,4.4,"4,830",Install,"April 8, 2021,Varies with device,1,000,000+,2.9.24,4.4 and up,Digital Purchases,€1.04 - €124.99 per item,Google Commerce Ltd",5
Heroes Strike Offline - MOBA & Battle Royale,WolfFun,Action,4.1,405,Install,"February 23, 2021,96M,5,000,000+,86,4.4 and up,In-Game Purchases,€0.59 - €139.99 per item,Google Commerce Ltd",5
Warriors.io - Battle Royale Action,CASUAL AZUR GAMES,Action,4.2,"1,182",Install,"January 12, 2021,94M,5,000,000+,5.83,4.4 and up,In-Game Purchases,€0.50 - €28.99 per item,Google Commerce Ltd",5
Nihilumbra,BeautiFun Games,Adventure,4.4,"1,064",Install,"May 7, 2017,22M,1,000,000+,3.0,4.0 and up,€3.49 per item,Google Commerce Ltd",5
Battlelands Royale,Futureplay,Action,4.0,"41,436",Install,"March 18, 2021,117M,10,000,000+,2.9.0,4.4 and up,Digital Purchases,€2.29 - €104.99 per item,Google Commerce Ltd",5
Splitter Critters,RAC7,Puzzle,4.9,15,€2.99 Buy,"Eligible if bought after 7/2/2016.
,September 19, 2018,69M,10,000+,1.3.1,4.1 and up,Google Commerce Ltd",5
Ordia - One finger platformer (Demo),Loju,Casual,3.9,152,Install,"January 11, 2020,Varies with device,100,000+,1.0.11,4.4 and up,In-Game Purchases,€4.49 per item,Google Commerce Ltd",5
Impostor 3D - Hide and Seek Games,CASUAL AZUR GAMES,Casual,3.9,236,Install,"April 20, 2021,56M,5,000,000+,0.16,4.4 and up,€2.79 per item,Google Commerce Ltd",5
Crossroads: Roguelike RPG Dungeon Crawler,Dmitry Voronin,Role Playing,,,€3.99 Buy,"Eligible if bought after 7/2/2016.
,June 24, 2019,81M,1,000+,1.04,4.4 and up,Google Commerce Ltd",5
Roguelite 2: Dungeon Crawler RPG,Joshua Keith,Role Playing,,,€2.09 Buy,"Eligible if bought after 7/2/2016.
,February 15, 2020,62M,1,000+,1.7,5.0 and up,Google Commerce Ltd",5
Reventure,Pixelatto,Adventure,4.5,21,€2.99 Buy,"Eligible if bought after 7/2/2016.
,April 12, 2021,58M,5,000+,1.9.5,4.4 and up,Google Commerce Ltd",5
The Enchanted Cave 2,Dustin Auxier,Role Playing,4.5,71,€6.49 Buy,"Eligible if bought after 7/2/2016.
,January 9, 2021,Varies with device,50,000+,Varies with device,Varies with device,Google Commerce Ltd",5
Guild of Dungeoneering,Versus Evil,Role Playing,4.4,443,€5.49 Buy,"Eligible if bought after 7/2/2016.
,July 13, 2018,30M,50,000+,0.8.6,4.0 and up,Google Commerce Ltd",5
Ordia,Loju,Arcade,4.8,80,€4.49 Buy,"Eligible if bought after 7/2/2016.
,September 30, 2020,Varies with device,10,000+,1.0.14,4.4 and up,Google Commerce Ltd",5
Geometry Dash Meltdown,RobTop Games,Arcade,4.5,"35,286",Install,"December 9, 2019,48M,50,000,000+,1.01,4.0 and up,Google Commerce Ltd",5
Geometry Dash SubZero,RobTop Games,Arcade,4.2,"5,233",Install,"December 21, 2017,49M,50,000,000+,1.00,4.0 and up,Google Commerce Ltd",5
City Takeover,VOODOO,Simulation,2.7,"1,336",Install,"April 16, 2021,87M,5,000,000+,1.9.1,7.1 and up,In-Game Purchases,€3.49 - €4.99 per item,Google Commerce Ltd",5
Pusher 3D,VOODOO,Casual,3.4,65,Install,"April 2, 2021,83M,1,000,000+,1.6.1,4.4 and up,€2.99 per item,Google Commerce Ltd",5
Geometry Dash World,RobTop Games,Arcade,4.2,"13,425",Install,"December 17, 2019,63M,50,000,000+,1.03,4.0 and up,Users Interact,Google Commerce Ltd",5
Flying Arrow,VOODOO,Arcade,3.7,"4,252",Install,"February 25, 2021,74M,5,000,000+,4.6.3,4.4 and up,€2.29 - €99.99 per item,Google Commerce Ltd",5
Meteors Attack!,Lion Studios,Arcade,3.4,"1,142",Install,"February 1, 2021,118M,1,000,000+,1.0.3,4.4 and up,In-Game Purchases,€2.59 per item,Google Commerce Ltd",5
Castle Wreck,VOODOO,Arcade,3.1,"2,861",Install,"December 22, 2020,81M,5,000,000+,1.9.7,4.4 and up,€3.59 per item,Google Commerce Ltd",5
Will it Crush?,"Brightika, Inc.",Simulation,3.2,"2,582",Install,"March 10, 2021,38M,10,000,000+,1.5.7,5.0 and up,Digital Purchases,€2.09 - €99.99 per item,Google Commerce Ltd",5
